Unique Identifier,Product,What is your gender? - label,What is your gender? - value,What is your age group? - label,What is your age group? - value,How much do you like or dislike the PACKAGING for this product? - label,How much do you like or dislike the PACKAGING for this product? - value,In scale 1-10 how much do you think this description match with the product PACKAGING - FUN,In scale 1-10 how much do you think this description match with the product PACKAGING - CONVENIENT,In scale 1-10 how much do you think this description match with the product PACKAGING - FAMILIAR,In scale 1-10 how much do you think this description match with the product PACKAGING - CHEAP,In scale 1-10 how much do you think this description match with the product PACKAGING - BORING,In scale 1-10 how much do you think this description match with the product PACKAGING - INDIFFERENT,In scale 1-10 how much do you think this description match with the product PACKAGING - PLAIN,In scale 1-10 how much do you think this description match with the product PACKAGING - PREMIUM,"Before tasting the product, how likely would you be to purchase this product, if you didn't have to buy it for this study? - label","Before tasting the product, how likely would you be to purchase this product, if you didn't have to buy it for this study? - value",Open the packaging. How much do you like or dislike the APPEARANCE of the products? - label,Open the packaging. How much do you like or dislike the APPEARANCE of the products? - value,How would you rate the AMOUNT OF SEASONING of the products? - label,How would you rate the AMOUNT OF SEASONING of the products? - value,Taste the products. How do you like the products OVERALL? - label,Taste the products. How do you like the products OVERALL? - value,How much do you like or dislike the FLAVOR of the products? - label,How much do you like or dislike the FLAVOR of the products? - value,How would you rate the FLAVOR of the products? - label,How would you rate the FLAVOR of the products? - value,How much do you like or dislike the TEXTURE of the products? - label,How much do you like or dislike the TEXTURE of the products? - value,How much do you like or dislike the AFTERTASTE of the products? - label,How much do you like or dislike the AFTERTASTE of the products? - value,"Now that you have tasted the products, how likely would you be to re-purchase the products? - label","Now that you have tasted the products, how likely would you be to re-purchase the products? - value"
100329,C,Male,1,45-55,4,Like Moderately (7),7,8,7,6,2,6,8,7,2,Might or might not purchase (3),3,Like Moderately (7),7,Somewhat too much (4),4,Dislike Moderately (3),3,Dislike Very Much (2),2,Slightly too strong (4),4,Like Moderately (7),7,Dislike Very Much (2),2,Definitely would not purchase (1),1
100330,C,Female,2,45-55,4,Like Moderately (7),7,8,5,5,5,3,4,3,6,Probably would purchase (4),4,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Just about right (3),3,Like Moderately (7),7,Neither Like nor Dislike (5),5,Definitely would purchase (5),5
100331,C,Female,2,18-34,2,Like Moderately (7),7,7,8,6,3,3,2,3,5,Definitely would purchase (5),5,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Extremely (9),9,Like Very Much (8),8,,
100332,C,Female,2,18-34,2,Like Moderately (7),7,8,7,8,5,3,4,8,2,Definitely would not purchase (1),1,Like Moderately (7),7,Just about right (3),3,,,Like Moderately (7),7,Slightly too strong (4),4,Like Slightly (6),6,Like Slightly (6),6,Might or might not purchase (3),3
100333,C,Female,2,45-55,4,Like Slightly (6),6,7,8,6,7,3,8,3,3,Definitely would not purchase (1),1,Dislike Extremely (1),1,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Extremely (9),9,Like Very Much (8),8,Probably would purchase (4),4
100334,C,Female,2,45-55,4,Like Moderately (7),7,8,7,6,2,3,7,2,7,Probably would purchase (4),4,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Probably would purchase (4),4
100335,C,Female,2,35-44,3,Like Very Much (8),8,8,8,6,2,3,5,3,5,Probably would purchase (4),4,Like Moderately (7),7,Just about right (3),3,,,Like Extremely (9),9,Just about right (3),3,Like Very Much (8),8,Like Extremely (9),9,Probably would purchase (4),4
100336,C,Female,2,45-55,4,Like Extremely (9),9,8,5,5,5,3,2,3,7,Probably would purchase (4),4,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Moderately (7),7,Like Very Much (8),8,,
100337,C,Female,2,35-44,3,Like Very Much (8),8,7,8,5,4,3,5,2,8,Might or might not purchase (3),3,Like Moderately (7),7,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Very Much (8),8,Definitely would purchase (5),5
100338,C,Female,2,18-34,2,Like Extremely (9),9,5,5,5,2,3,6,3,7,Definitely would purchase (5),5,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Definitely would purchase (5),5
100339,C,Female,2,18-34,2,Neither Like nor Dislike (5),5,8,8,8,3,3,2,2,3,Might or might not purchase (3),3,Like Slightly (6),6,Just about right (3),3,Like Slightly (6),6,Like Slightly (6),6,Slightly too strong (4),4,Neither Like nor Dislike (5),5,Like Slightly (6),6,Might or might not purchase (3),3
100340,C,Female,2,18-34,2,Like Extremely (9),9,3,8,6,3,5,8,6,4,Probably would not purchase (2),2,Like Very Much (8),8,Somewhat too much (4),4,Like Slightly (6),6,Like Slightly (6),6,Slightly too strong (4),4,Like Extremely (9),9,Neither Like nor Dislike (5),5,Probably would not purchase (2),2
100341,C,Male,1,18-34,2,Like Very Much (8),8,8,8,5,2,2,3,3,3,Might or might not purchase (3),3,Like Very Much (8),8,Just about right (3),3,,,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Neither Like nor Dislike (5),5,Probably would purchase (4),4
100342,C,Male,1,45-55,4,Like Moderately (7),7,4,6,6,5,4,4,3,3,Might or might not purchase (3),3,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Like Slightly (6),6,Slightly too strong (4),4,Like Moderately (7),7,Like Slightly (6),6,Might or might not purchase (3),3
100343,C,Male,1,45-55,4,Like Moderately (7),7,8,3,4,4,3,3,2,8,Probably would purchase (4),4,Like Moderately (7),7,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Probably would purchase (4),4
100344,C,Female,2,45-55,4,Like Very Much (8),8,5,8,8,8,3,5,4,3,Probably would not purchase (2),2,Like Moderately (7),7,Somewhat too much (4),4,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Moderately (7),7,Definitely would purchase (5),5
100345,C,Female,2,18-34,2,Like Extremely (9),9,8,3,3,8,3,4,3,5,Definitely would purchase (5),5,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Definitely would purchase (5),5
100346,C,Female,2,18-34,2,Like Slightly (6),6,8,7,8,3,3,5,4,3,Probably would not purchase (2),2,Like Slightly (6),6,Just about right (3),3,Like Slightly (6),6,Like Slightly (6),6,Just about right (3),3,Like Slightly (6),6,Dislike Slightly (4),4,Probably would not purchase (2),2
100347,C,Female,2,45-55,4,Like Very Much (8),8,5,6,7,4,3,5,3,8,Definitely would purchase (5),5,Like Extremely (9),9,Just about right (3),3,,,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Very Much (8),8,Definitely would purchase (5),5
100348,C,Female,2,18-34,2,Like Moderately (7),7,7,8,8,2,4,7,7,7,Probably would not purchase (2),2,Like Slightly (6),6,Just about right (3),3,Like Slightly (6),6,Neither Like nor Dislike (5),5,Slightly too strong (4),4,Like Slightly (6),6,Like Slightly (6),6,Might or might not purchase (3),3
100349,C,Female,2,45-55,4,Like Moderately (7),7,8,8,8,2,5,8,5,5,Probably would purchase (4),4,Neither Like nor Dislike (5),5,Somewhat too much (4),4,Neither Like nor Dislike (5),5,Dislike Slightly (4),4,Much too strong (5),5,Neither Like nor Dislike (5),5,Dislike Slightly (4),4,Probably would not purchase (2),2
100350,C,Female,2,18-34,2,Like Very Much (8),8,5,5,7,5,1,6,3,8,Probably would purchase (4),4,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Extremely (9),9,Like Very Much (8),8,Definitely would purchase (5),5
100351,C,Female,2,18-34,2,Like Extremely (9),9,6,9,4,3,2,3,3,8,Definitely would purchase (5),5,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Probably would purchase (4),4
100352,C,Female,2,45-55,4,Like Very Much (8),8,7,8,7,5,3,5,4,5,Might or might not purchase (3),3,Like Very Much (8),8,Just about right (3),3,Like Slightly (6),6,Dislike Slightly (4),4,Slightly too strong (4),4,Like Moderately (7),7,Like Slightly (6),6,Might or might not purchase (3),3
100353,C,Female,2,18-34,2,Like Very Much (8),8,5,3,7,4,3,4,5,3,Might or might not purchase (3),3,Like Very Much (8),8,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Just about right (3),3,Like Very Much (8),8,Like Moderately (7),7,,
100354,C,Male,1,56-64,5,Like Very Much (8),8,8,7,4,3,2,5,3,7,Definitely would purchase (5),5,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Definitely would purchase (5),5
100355,C,Female,2,35-44,3,Like Very Much (8),8,6,4,6,3,2,3,5,9,Might or might not purchase (3),3,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Moderately (7),7,,
100356,C,Female,2,45-55,4,Like Extremely (9),9,7,8,5,3,5,2,3,5,Probably would purchase (4),4,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Extremely (9),9,Like Very Much (8),8,Definitely would purchase (5),5
100357,C,Female,2,35-44,3,Like Moderately (7),7,5,8,7,3,7,5,2,7,Probably would purchase (4),4,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Slightly (6),6,Might or might not purchase (3),3
100358,C,Female,2,35-44,3,Like Very Much (8),8,8,6,3,6,3,7,4,2,Probably would not purchase (2),2,Like Very Much (8),8,Just about right (3),3,,,Like Very Much (8),8,Just about right (3),3,Like Extremely (9),9,Like Very Much (8),8,Definitely would purchase (5),5
100359,C,Female,2,45-55,4,Like Moderately (7),7,7,5,8,2,3,3,7,8,Probably would not purchase (2),2,Like Slightly (6),6,Somewhat too much (4),4,,,Like Slightly (6),6,Slightly too strong (4),4,Like Slightly (6),6,Neither Like nor Dislike (5),5,Probably would not purchase (2),2
100360,C,Female,2,45-55,4,Like Moderately (7),7,6,8,8,2,2,5,2,3,Probably would purchase (4),4,Like Extremely (9),9,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Extremely (9),9,Like Very Much (8),8,Definitely would purchase (5),5
100361,C,Female,2,18-34,2,Like Extremely (9),9,5,8,5,4,2,4,5,8,Probably would purchase (4),4,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Definitely would purchase (5),5
100362,C,Female,2,35-44,3,Like Moderately (7),7,5,8,8,5,2,6,3,5,Might or might not purchase (3),3,Like Very Much (8),8,Just about right (3),3,Like Slightly (6),6,Like Moderately (7),7,Not quite strong enough (2),2,Like Very Much (8),8,Dislike Slightly (4),4,Probably would not purchase (2),2
100363,C,Male,1,45-55,4,Like Moderately (7),7,8,8,3,3,2,2,3,5,Probably would purchase (4),4,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,,
100364,C,Female,2,35-44,3,Like Moderately (7),7,8,8,6,3,2,5,2,3,Might or might not purchase (3),3,Like Very Much (8),8,Just about right (3),3,Dislike Slightly (4),4,Like Moderately (7),7,Slightly too strong (4),4,Like Moderately (7),7,Dislike Slightly (4),4,Definitely would not purchase (1),1
100365,C,Female,2,35-44,3,Like Slightly (6),6,5,8,8,6,3,5,3,5,Might or might not purchase (3),3,Like Moderately (7),7,Just about right (3),3,Neither Like nor Dislike (5),5,Neither Like nor Dislike (5),5,Slightly too strong (4),4,Neither Like nor Dislike (5),5,Neither Like nor Dislike (5),5,Might or might not purchase (3),3
100366,C,Female,2,35-44,3,Like Very Much (8),8,8,7,7,8,2,5,5,5,Probably would not purchase (2),2,Like Very Much (8),8,Much too much (5),5,Dislike Extremely (1),1,Dislike Extremely (1),1,Much too strong (5),5,Like Moderately (7),7,Dislike Very Much (2),2,Definitely would not purchase (1),1
100367,C,Female,2,56-64,5,Like Very Much (8),8,8,6,7,3,1,5,3,7,Probably would purchase (4),4,Like Very Much (8),8,Just about right (3),3,,,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Probably would purchase (4),4
100368,C,Female,2,18-34,2,Like Extremely (9),9,7,8,6,2,2,5,4,7,Definitely would purchase (5),5,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Definitely would purchase (5),5
100369,C,Female,2,35-44,3,Like Very Much (8),8,6,4,8,6,4,5,2,6,Might or might not purchase (3),3,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Definitely would purchase (5),5
100370,C,Male,1,18-34,2,Like Very Much (8),8,8,7,8,6,3,3,3,2,Might or might not purchase (3),3,Like Very Much (8),8,Somewhat too much (4),4,,,Like Slightly (6),6,Not quite strong enough (2),2,Like Very Much (8),8,Like Slightly (6),6,Probably would not purchase (2),2
100371,C,Female,2,18-34,2,Like Moderately (7),7,7,7,5,3,2,7,3,3,Probably would not purchase (2),2,Like Slightly (6),6,Somewhat too little (2),2,Like Extremely (9),9,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Definitely would purchase (5),5
100372,C,Female,2,35-44,3,Like Extremely (9),9,7,8,7,5,6,8,7,1,Probably would not purchase (2),2,Like Slightly (6),6,Somewhat too much (4),4,Dislike Slightly (4),4,Dislike Slightly (4),4,Slightly too strong (4),4,Dislike Very Much (2),2,Like Slightly (6),6,,
100373,C,Female,2,45-55,4,Like Moderately (7),7,5,5,9,3,1,4,3,7,Might or might not purchase (3),3,Like Extremely (9),9,Somewhat too little (2),2,Like Moderately (7),7,Like Moderately (7),7,Not quite strong enough (2),2,Like Extremely (9),9,Like Extremely (9),9,Might or might not purchase (3),3
100374,C,Female,2,56-64,5,Like Extremely (9),9,7,8,5,5,3,5,2,8,Probably would not purchase (2),2,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Definitely would purchase (5),5
100375,C,Male,1,35-44,3,Like Very Much (8),8,8,6,6,2,2,3,6,7,Definitely would purchase (5),5,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Definitely would purchase (5),5
100376,C,Female,2,35-44,3,Like Very Much (8),8,8,7,6,5,2,7,7,4,Might or might not purchase (3),3,Like Slightly (6),6,Somewhat too much (4),4,,,Like Very Much (8),8,Just about right (3),3,Like Extremely (9),9,Like Moderately (7),7,Probably would purchase (4),4
100377,C,Female,2,35-44,3,Neither Like nor Dislike (5),5,5,5,3,8,5,7,2,3,Probably would not purchase (2),2,Like Slightly (6),6,Just about right (3),3,Like Slightly (6),6,Like Slightly (6),6,Just about right (3),3,Like Slightly (6),6,Neither Like nor Dislike (5),5,Probably would not purchase (2),2
100378,C,Male,1,35-44,3,Like Moderately (7),7,7,3,8,3,3,4,6,7,Might or might not purchase (3),3,Like Slightly (6),6,Somewhat too little (2),2,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Dislike Slightly (4),4,Probably would purchase (4),4
100379,C,Female,2,35-44,3,Like Extremely (9),9,6,7,8,3,2,3,3,7,Probably would purchase (4),4,Like Very Much (8),8,Just about right (3),3,,,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Definitely would purchase (5),5
100380,C,Female,2,56-64,5,Like Extremely (9),9,8,8,5,2,2,5,3,8,Probably would purchase (4),4,Like Extremely (9),9,Somewhat too little (2),2,Like Moderately (7),7,Like Moderately (7),7,Much too strong (5),5,Like Moderately (7),7,Dislike Slightly (4),4,Probably would purchase (4),4
100381,C,Female,2,35-44,3,Like Very Much (8),8,7,7,7,4,2,5,5,5,Might or might not purchase (3),3,Like Extremely (9),9,Somewhat too little (2),2,Like Moderately (7),7,Like Moderately (7),7,Not quite strong enough (2),2,Like Moderately (7),7,Dislike Extremely (1),1,Might or might not purchase (3),3
100382,C,Female,2,18-34,2,Like Moderately (7),7,8,7,8,3,3,2,4,7,Might or might not purchase (3),3,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Just about right (3),3,Like Slightly (6),6,Like Moderately (7),7,Might or might not purchase (3),3
100383,C,Female,2,56-64,5,Like Extremely (9),9,3,5,8,2,2,3,2,6,Definitely would purchase (5),5,Like Slightly (6),6,Somewhat too much (4),4,Dislike Slightly (4),4,Dislike Slightly (4),4,Slightly too strong (4),4,Like Extremely (9),9,Like Very Much (8),8,Probably would not purchase (2),2
100384,C,Female,2,18-34,2,Neither Like nor Dislike (5),5,7,6,8,7,2,4,2,7,Might or might not purchase (3),3,Neither Like nor Dislike (5),5,Just about right (3),3,Dislike Slightly (4),4,Dislike Slightly (4),4,Not quite strong enough (2),2,Dislike Slightly (4),4,Neither Like nor Dislike (5),5,Probably would not purchase (2),2
100385,C,Female,2,35-44,3,Like Moderately (7),7,8,7,5,5,3,2,2,8,Definitely would purchase (5),5,Like Slightly (6),6,Somewhat too little (2),2,Like Moderately (7),7,Dislike Slightly (4),4,Not quite strong enough (2),2,Like Very Much (8),8,Dislike Slightly (4),4,Might or might not purchase (3),3
100386,C,Male,1,18-34,2,Like Moderately (7),7,7,7,8,2,8,5,4,3,Might or might not purchase (3),3,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Might or might not purchase (3),3
100387,C,Female,2,56-64,5,Like Extremely (9),9,8,7,5,2,3,3,5,6,Probably would not purchase (2),2,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Moderately (7),7,Like Slightly (6),6,Probably would purchase (4),4
100388,C,Female,2,45-55,4,Like Very Much (8),8,8,8,5,5,2,5,7,3,Might or might not purchase (3),3,Like Very Much (8),8,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Neither Like nor Dislike (5),5,Might or might not purchase (3),3
100389,C,Female,2,45-55,4,Like Very Much (8),8,8,3,7,6,3,6,2,3,Might or might not purchase (3),3,Like Slightly (6),6,Just about right (3),3,Like Slightly (6),6,Like Slightly (6),6,Just about right (3),3,Dislike Slightly (4),4,Neither Like nor Dislike (5),5,Probably would not purchase (2),2
100390,C,Male,1,35-44,3,Like Moderately (7),7,5,5,7,3,2,5,5,8,Probably would purchase (4),4,Like Moderately (7),7,Somewhat too much (4),4,Like Slightly (6),6,Dislike Slightly (4),4,Slightly too strong (4),4,Like Very Much (8),8,Dislike Slightly (4),4,Might or might not purchase (3),3
100391,C,Female,2,18-34,2,Like Slightly (6),6,8,8,8,2,2,6,2,5,Definitely would purchase (5),5,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Like Very Much (8),8,Just about right (3),3,Like Moderately (7),7,Like Slightly (6),6,Might or might not purchase (3),3
100392,C,Female,2,35-44,3,Like Moderately (7),7,7,8,3,3,1,8,4,7,Might or might not purchase (3),3,Neither Like nor Dislike (5),5,Somewhat too little (2),2,Neither Like nor Dislike (5),5,Neither Like nor Dislike (5),5,Not quite strong enough (2),2,Like Moderately (7),7,Dislike Slightly (4),4,Probably would not purchase (2),2
100393,C,Female,2,35-44,3,Like Slightly (6),6,8,5,3,2,3,4,7,3,Might or might not purchase (3),3,Like Very Much (8),8,Just about right (3),3,Like Slightly (6),6,Like Slightly (6),6,Just about right (3),3,Like Moderately (7),7,Neither Like nor Dislike (5),5,Probably would not purchase (2),2
100394,C,Female,2,35-44,3,Like Moderately (7),7,8,5,5,8,4,7,3,5,Definitely would not purchase (1),1,Dislike Very Much (2),2,Somewhat too much (4),4,Dislike Extremely (1),1,Dislike Extremely (1),1,Slightly too strong (4),4,Dislike Slightly (4),4,Dislike Moderately (3),3,Definitely would not purchase (1),1
100395,C,Female,2,18-34,2,Like Very Much (8),8,8,6,7,5,2,3,5,4,Probably would purchase (4),4,Like Very Much (8),8,Somewhat too much (4),4,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Moderately (7),7,Like Slightly (6),6,Might or might not purchase (3),3
100396,C,Female,2,18-34,2,Like Very Much (8),8,8,5,3,4,3,7,3,5,Probably would purchase (4),4,Like Moderately (7),7,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Moderately (7),7,Neither Like nor Dislike (5),5,,
100397,D,Female,2,45-55,4,Like Moderately (7),7,8,8,5,5,3,3,7,2,Probably would purchase (4),4,Like Very Much (8),8,Just about right (3),3,Like Moderately (7),7,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Probably would purchase (4),4
